"","dist_FGW","runtime.GG","runtime.FGW"
"1",0.020815036338997,201.237,0.0939999999999941
"2",0.0198057167157524,175.669,0.144000000000005
"3",0.0239641539601592,187.355,0.00999999999999091
"4",0.0239932783298299,366.9,0.00799999999992451
"5",0.0292445728379105,204.762,0.0109999999999673
"6",0.0228796374524264,169.753,0.0109999999999673
"7",0.0228354669835325,382.976,0.0270000000000437
"8",0.0264600536269218,301.313,0.420000000000073
"9",0.0258748347666489,250.864,0.193000000000211
"10",0.0299085226949762,368.4,0.443000000000211
"11",0.030485085279113,317.448,0.012000000000171
"12",0.0221928233314502,282.353,0.231000000000222
"13",0.033893601695817,239.351,0.012000000000171
"14",0.0271887162772075,368.598,0.0650000000000546
"15",0.0271894351836522,250.057,0.0199999999995271
"16",0.0283709184350557,342.112,0.0120000000006257
"17",0.0251600695178664,246.308,0.0159999999996217
"18",0.0254365266224304,219.227,0.0109999999995125
"19",0.0244933092769074,262.798,0.279000000000451
"20",0.0237476162400663,264.499000000001,0.371000000000095
"21",0.0270009549141709,248.92,0.0109999999995125
"22",0.0232227073689619,434.563,0.315999999999804
"23",0.022737728085481,384.875,0.0109999999995125
"24",0.0281239187314293,404.729,0.0290000000004511
"25",0.0253828435429343,410.496,0.520000000000437
"26",0.0279874572181747,428.307,0.289999999999964
"27",0.0242890690977714,353.839,0.0119999999997162
"28",0.0238712541979511,345.553999999999,0.0139999999992142
"29",0.0266547928981594,390.438,0.0129999999990105
"30",0.0209616754259555,593.517,0.274999999999636
"31",0.0291198962445889,402.009,0.454999999999927
"32",0.022990530195439,427.405999999999,0.033000000001266
"33",0.019744227464392,487.394,0.0280000000002474
"34",0.0290768574762123,342.630000000001,0.313000000000102
"35",0.0192492760903066,359.558000000001,0.156999999999243
"36",0.0213712450399619,265.227999999999,0.0289999999986321
"37",0.0274477398282268,430.946999999998,0.197000000000116
"38",0.0287257068670088,312.175999999999,0.0119999999988067
"39",0.0230598687874252,498.723,0.269000000000233
"40",0.0266991597369185,368.237999999999,0.0120000000006257
"41",0.027791425081864,335.457999999999,0.0270000000000437
"42",0.0304378163111948,539.286,0.322000000000116
"43",0.0217694508793627,352.758,0.427000000001499
"44",0.0284492437380083,474.231,0.248999999999796
"45",0.0235989690282684,377.642,0.411000000000058
"46",0.0288004376631738,301.797999999999,0.0150000000012369
"47",0.0292409842482674,283.239,0.0270000000000437
"48",0.0242797777256546,408.219999999999,0.0129999999990105
"49",0.020374129650881,351.558999999997,0.0259999999980209
"50",0.0249238898920102,400.293000000001,0.305000000000291
"51",0.0296308165073852,340.379000000001,0.00899999999819556
"52",0.0301905846323591,207.082000000002,0.010999999998603
"53",0.0213534033388743,386.022999999997,0.355999999999767
"54",0.020820621167375,382.358,0.0309999999990396
"55",0.0228046062205681,297.528999999999,0.0139999999992142
"56",0.0315666101569083,411.753000000001,0.0269999999982247
"57",0.0234259188972758,388.413,0.0149999999994179
"58",0.0227209502315697,364.679,0.328999999997905
"59",0.0240236842622571,417.816000000003,0.150999999998021
"60",0.0235537594793092,327.616999999998,0.0139999999992142
"61",0.0243129479859418,330.269,0.011000000002241
"62",0.0268257620903112,535.310000000001,0.0279999999984284
"63",0.0253945205785641,308.415000000001,0.0120000000024447
"64",0.0275871341687123,366.850999999999,0.0269999999982247
"65",0.0262256418724216,356.849999999999,0.227999999999156
"66",0.0276834267548632,374.444,0.0230000000010477
"67",0.0227092713828659,304.761000000002,0.0260000000016589
"68",0.0239413104567639,322.216,0.0140000000028522
"69",0.0224897803667151,292.413999999997,0.00999999999839929
"70",0.0218650615855966,282.735000000001,0.010999999998603
"71",0.0268334341482471,353.131000000001,0.00599999999758438
"72",0.0241720780939985,272.789000000001,0.0119999999988067
"73",0.0211812744560263,321.576000000001,0.120999999999185
"74",0.0205548000925812,427.077999999998,0.0469999999986612
"75",0.0287982854234369,282.709999999999,0.0149999999994179
"76",0.0268382979357556,304.714,0.0200000000004366
"77",0.0308082353221177,317.571,0.010999999998603
"78",0.029351916749122,221.241000000002,0.00700000000142609
"79",0.0219385354630013,292.594000000001,0.0269999999982247
"80",0.0222204949420564,318.628000000001,0.055000000000291
"81",0.0251980689775634,342.09,0.0659999999988941
"82",0.0292362209142713,434.427,0.0449999999982538
"83",0.0245621178281606,272.113000000001,0.011000000002241
"84",0.039622081405455,283.793000000001,0.0100000000020373
"85",0.0247923166749642,366.170999999998,0.0240000000012515
"86",0.0329418325248237,290.734,0.0130000000026484
"87",0.0214712879254962,263.827999999998,0.0119999999988067
"88",0.0270569187413721,366.542000000001,0.229000000002998
"89",0.0271621955162222,312.672999999999,0.0239999999976135
