"","eps","seed","n","dist_FGW","runtime.GG","runtime.FGW"
"1",0.01,1528761,16,0.188989748294716,0.0720000000001164,0.218000000000757
"2",0.01,1528761,16,0.144271406821858,0.0450000000000728,0.00300000000061118
